station,valid,time,tmpf,dwpf,relh,drct,sknt,p01i,alti,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,feel
0CO,9/9/23,9:55:00 PM,42.8,32,65.38,300,18,0,30.67,10,26,SCT,OVC,M,M,4800,6000,M,33.97
0CO,9/9/23,10:55:00 PM,44.6,30.2,56.74,290,14,0,30.66,10,18,BKN,OVC,M,M,8000,10000,M,37.4
0CO,9/9/23,11:55:00 PM,44.6,28.4,52.72,290,15,0,30.66,10,22,SCT,BKN,BKN,M,5500,8000,9500,37.11
0CO,9/10/23,12:55:00 AM,42.8,28.4,56.48,270,14,0,30.66,10,23,SCT,BKN,OVC,M,4200,7500,8000,35.08
0CO,9/10/23,1:55:00 AM,42.8,30.2,60.79,250,7,0,30.66,10,M,SCT,BKN,OVC,M,4000,5500,6500,37.94
0CO,9/10/23,2:55:00 AM,37.4,32,80.65,300,20,0,30.67,10,27,SCT,BKN,OVC,M,4700,6500,8000,26.31
0CO,9/10/23,3:55:00 AM,37.4,32,80.65,280,20,0,30.67,10,M,SCT,SCT,M,M,9000,12000,M,26.31
0CO,9/10/23,4:55:00 AM,37.4,32,80.65,270,11,0,30.68,10,14,CLR,M,M,M,M,M,M,29.29
0CO,9/10/23,5:55:00 AM,39.2,30.2,69.88,290,17,0,30.65,10,20,SCT,BKN,OVC,M,4800,6000,8000,29.51
0CO,9/10/23,6:55:00 AM,39.2,30.2,69.88,290,17,0,30.63,10,M,CLR,M,M,M,M,M,M,29.51
0CO,9/10/23,7:55:00 AM,37.4,30.2,74.98,310,12,0,30.62,10,21,CLR,M,M,M,M,M,M,28.87
0CO,9/10/23,8:55:00 AM,35.6,30.2,80.51,340,15,0,30.6,10,26,CLR,M,M,M,M,M,M,25.45
0CO,9/10/23,9:55:00 AM,35.6,30.2,80.51,330,14,0,30.6,10,22,CLR,M,M,M,M,M,M,25.8
0CO,9/10/23,10:55:00 AM,35.6,30.2,80.51,330,17,0,30.6,10,23,CLR,M,M,M,M,M,M,24.79
0CO,9/10/23,11:55:00 AM,37.4,30.2,74.98,310,9,0,30.62,10,23,CLR,M,M,M,M,M,M,30.23
0CO,9/10/23,12:55:00 PM,35.6,30.2,80.51,310,6,0,30.63,10,17,CLR,M,M,M,M,M,M,29.87
0CO,9/10/23,1:55:00 PM,37.4,30.2,74.98,300,6,0,30.64,10,M,CLR,M,M,M,M,M,M,32.03
0CO,9/10/23,2:55:00 PM,42.8,30.2,60.79,10,5,0,30.65,10,M,CLR,M,M,M,M,M,M,39.22
0CO,9/10/23,3:55:00 PM,44.6,30.2,56.74,80,6,0,30.66,10,M,CLR,M,M,M,M,M,M,40.71
0CO,9/10/23,4:55:00 PM,46.4,30.2,53,40,5,0,30.66,10,M,CLR,M,M,M,M,M,M,43.5
0CO,9/10/23,5:55:00 PM,50,26.6,39.95,320,7,0,30.65,10,M,SCT,M,M,M,7000,M,M,50
0CO,9/10/23,6:55:00 PM,46.4,30.2,53,320,4,0,30.63,10,18,SCT,OVC,M,M,4800,6000,M,44.24
0CO,9/10/23,7:55:00 PM,41,32,70.08,160,9,0,30.63,7,23,SCT,BKN,OVC,M,1300,2000,6000,34.7
0CO,9/10/23,8:55:00 PM,44.6,30.2,56.74,170,10,0,30.6,10,14,SCT,M,M,M,7000,M,M,38.77
0CO,9/10/23,9:55:00 PM,41,30.2,65.16,290,15,0,30.6,10,22,SCT,SCT,OVC,M,2700,3300,6000,32.45
0CO,9/10/23,10:35:00 PM,35.6,32,86.59,260,14,0,30.62,7,23,SCT,BKN,OVC,M,2100,4200,6000,25.8
0CO,9/10/23,11:55:00 PM,33.8,32,93.03,270,17,0.05,30.62,3,M,SCT,OVC,M,M,100,800,M,22.43
0CO,9/11/23,12:55:00 AM,37.4,32,80.65,130,8,0.01,30.58,10,15,SCT,BKN,OVC,M,1300,4900,8000,30.76
0CO,9/11/23,1:55:00 AM,41,28.4,60.54,150,8,0,30.58,10,M,CLR,M,M,M,M,M,M,35.2
0CO,9/11/23,2:55:00 AM,41,30.2,65.16,190,13,0,30.58,10,M,CLR,M,M,M,M,M,M,33.1
0CO,9/11/23,3:55:00 AM,39.2,30.2,69.88,250,10,0,30.57,10,18,CLR,M,M,M,M,M,M,32
0CO,9/11/23,4:55:00 AM,39.2,30.2,69.88,260,14,0,30.55,10,18,SCT,M,M,M,6500,M,M,30.44
0CO,9/11/23,5:55:00 AM,39.2,30.2,69.88,260,14,0,30.54,10,17,CLR,M,M,M,M,M,M,30.44
0CO,9/11/23,6:55:00 AM,39.2,30.2,69.88,200,9,0,30.53,10,M,CLR,M,M,M,M,M,M,32.47
0CO,9/11/23,7:55:00 AM,41,28.4,60.54,270,7,0,30.51,10,M,CLR,M,M,M,M,M,M,35.75
0CO,9/11/23,8:55:00 AM,41,28.4,60.54,250,3,0,30.49,10,M,CLR,M,M,M,M,M,M,38.98
0CO,9/11/23,9:55:00 AM,39.2,28.4,64.93,270,5,0,30.49,10,M,CLR,M,M,M,M,M,M,34.95
0CO,9/11/23,10:55:00 AM,37.4,28.4,69.67,260,9,0,30.49,10,M,CLR,M,M,M,M,M,M,30.23
0CO,9/11/23,11:55:00 AM,37.4,28.4,69.67,280,7,0,30.48,10,M,CLR,M,M,M,M,M,M,31.36
0CO,9/11/23,12:55:00 PM,37.4,30.2,74.98,260,9,0,30.48,10,M,CLR,M,M,M,M,M,M,30.23
0CO,9/11/23,1:55:00 PM,37.4,30.2,74.98,280,7,0,30.48,10,M,CLR,M,M,M,M,M,M,31.36
0CO,9/11/23,2:55:00 PM,41,32,70.08,300,8,0,30.48,10,M,CLR,M,M,M,M,M,M,35.2
0CO,9/11/23,3:55:00 PM,42.8,32,65.38,300,8,0,30.49,10,M,CLR,M,M,M,M,M,M,37.42
0CO,9/11/23,4:55:00 PM,42.8,32,65.38,320,8,0,30.49,10,17,SCT,SCT,BKN,M,3100,3900,6000,37.42
0CO,9/11/23,5:55:00 PM,42.8,35.6,75.5,340,6,0,30.49,10,20,SCT,BKN,OVC,M,2500,3500,7000,38.54
0CO,9/11/23,6:55:00 PM,44.6,32,61.03,280,21,0,30.44,10,24,SCT,SCT,SCT,M,3400,4700,5500,35.66
0CO,9/11/23,7:55:00 PM,46.4,32,57,320,12,0,30.43,10,25,CLR,M,M,M,M,M,M,40.33
0CO,9/11/23,8:55:00 PM,44.6,32,61.03,30,6,0,30.41,10,M,SCT,BKN,OVC,M,5500,6500,7500,40.71
0CO,9/11/23,9:55:00 PM,42.8,28.4,56.48,280,5,0,30.41,10,15,OVC,M,M,M,4300,M,M,39.22
0CO,9/11/23,10:55:00 PM,42.8,32,65.38,300,16,0,30.39,10,26,SCT,BKN,OVC,M,3000,4300,6000,34.5
0CO,9/11/23,11:55:00 PM,35.6,32,86.59,270,26,0,30.41,10,36,SCT,BKN,OVC,M,2400,3000,6000,22.47
0CO,9/12/23,12:55:00 AM,37.4,28.4,69.67,250,12,0,30.36,10,17,SCT,OVC,M,M,8000,9000,M,28.87
0CO,9/12/23,1:55:00 AM,39.2,26.6,60.29,260,7,0,30.36,10,18,SCT,M,M,M,12000,M,M,33.56
0CO,9/12/23,2:55:00 AM,39.2,26.6,60.29,230,9,0,30.35,10,18,CLR,M,M,M,M,M,M,32.47
0CO,9/12/23,3:55:00 AM,41,26.6,56.22,250,21,0,30.33,10,31,CLR,M,M,M,M,M,M,30.86
0CO,9/12/23,4:55:00 AM,39.2,26.6,60.29,250,16,0,30.33,10,22,SCT,SCT,M,M,9000,11000,M,29.8
0CO,9/12/23,5:35:00 AM,39.2,26.6,60.29,250,15,0,30.32,10,23,CLR,M,M,M,M,M,M,30.11
0CO,9/12/23,6:35:00 AM,39.2,26.6,60.29,220,7,0,30.32,10,19,CLR,M,M,M,M,M,M,33.56
0CO,9/12/23,7:55:00 AM,39.2,23,51.89,210,8,0,30.3,10,24,CLR,M,M,M,M,M,M,32.98
0CO,9/12/23,8:55:00 AM,37.4,24.8,60.04,250,17,0,30.27,10,23,CLR,M,M,M,M,M,M,27.15
0CO,9/12/23,9:55:00 AM,37.4,24.8,60.04,240,17,0,30.26,10,27,CLR,M,M,M,M,M,M,27.15
0CO,9/12/23,10:55:00 AM,37.4,24.8,60.04,270,14,0,30.26,10,23,CLR,M,M,M,M,M,M,28.12
0CO,9/12/23,11:55:00 AM,37.4,24.8,60.04,260,19,0,30.25,10,28,CLR,M,M,M,M,M,M,26.58
0CO,9/12/23,12:55:00 PM,37.4,24.8,60.04,250,16,0,30.25,10,23,CLR,M,M,M,M,M,M,27.46
0CO,9/12/23,1:55:00 PM,39.2,23,51.89,230,12,0,30.26,10,23,CLR,M,M,M,M,M,M,31.17
0CO,9/12/23,2:55:00 PM,42.8,23,45.14,220,6,0,30.26,10,17,CLR,M,M,M,M,M,M,38.54
0CO,9/12/23,3:35:00 PM,42.8,21.2,41.84,250,25,0,30.26,10,34,CLR,M,M,M,M,M,M,32.43
0CO,9/12/23,4:55:00 PM,44.6,21.2,39.06,250,24,0,30.27,10,35,CLR,M,M,M,M,M,M,35.06
0CO,9/12/23,5:55:00 PM,46.4,21.2,36.48,260,26,0,30.26,10,36,CLR,M,M,M,M,M,M,37.14
0CO,9/12/23,6:55:00 PM,50,21.2,31.87,230,18,0,30.27,10,31,CLR,M,M,M,M,M,M,50
0CO,9/12/23,7:55:00 PM,50,19.4,29.52,240,17,0,30.27,10,36,CLR,M,M,M,M,M,M,50
0CO,9/12/23,8:55:00 PM,51.8,19.4,27.62,240,18,0,30.27,10,35,SCT,M,M,M,9000,M,M,51.8
0CO,9/12/23,9:55:00 PM,51.8,19.4,27.62,260,18,0,30.27,10,32,BKN,M,M,M,9000,M,M,51.8
0CO,9/12/23,10:55:00 PM,51.8,17.6,25.56,230,14,0,30.28,10,36,BKN,M,M,M,9000,M,M,51.8
0CO,9/12/23,11:55:00 PM,51.8,17.6,25.56,240,14,0,30.29,10,29,SCT,M,M,M,9000,M,M,51.8
0CO,9/13/23,12:55:00 AM,48.2,17.6,29.23,240,10,0,30.31,10,M,SCT,M,M,M,9000,M,M,43.28
0CO,9/13/23,1:55:00 AM,44.6,17.6,33.49,240,11,0,30.32,10,27,SCT,M,M,M,9000,M,M,38.39
0CO,9/13/23,2:55:00 AM,44.6,19.4,36.18,240,9,0,30.33,10,29,CLR,M,M,M,M,M,M,39.18
0CO,9/13/23,3:55:00 AM,42.8,21.2,41.84,270,9,0,30.34,10,17,SCT,M,M,M,8000,M,M,36.94
0CO,9/13/23,4:55:00 AM,42.8,21.2,41.84,240,8,0,30.34,10,M,CLR,M,M,M,M,M,M,37.42
0CO,9/13/23,5:55:00 AM,42.8,21.2,41.84,220,6,0,30.35,10,M,CLR,M,M,M,M,M,M,38.54
0CO,9/13/23,6:55:00 AM,41,21.2,44.85,220,7,0,30.35,10,M,CLR,M,M,M,M,M,M,35.75
0CO,9/13/23,7:55:00 AM,41,21.2,44.85,200,11,0,30.34,10,28,CLR,M,M,M,M,M,M,33.84
0CO,9/13/23,8:55:00 AM,41,21.2,44.85,150,15,0,30.35,10,23,CLR,M,M,M,M,M,M,32.45
0CO,9/13/23,9:55:00 AM,41,21.2,44.85,220,8,0,30.35,10,17,BKN,M,M,M,6000,M,M,35.2
0CO,9/13/23,10:55:00 AM,39.2,21.2,48.1,220,8,0,30.36,10,14,SCT,M,M,M,6000,M,M,32.98
0CO,9/13/23,11:55:00 AM,37.4,21.2,51.61,210,9,0,30.37,10,20,CLR,M,M,M,M,M,M,30.23
0CO,9/13/23,12:55:00 PM,37.4,21.2,51.61,240,13,0,30.38,10,23,CLR,M,M,M,M,M,M,28.49
0CO,9/13/23,1:55:00 PM,37.4,21.2,51.61,210,7,0,30.39,10,21,CLR,M,M,M,M,M,M,31.36
0CO,9/13/23,2:55:00 PM,39.2,19.4,44.55,260,15,0,30.4,10,26,CLR,M,M,M,M,M,M,30.11
0CO,9/13/23,3:55:00 PM,41,19.4,41.54,270,17,0,30.41,10,24,CLR,M,M,M,M,M,M,31.87
0CO,9/13/23,4:55:00 PM,44.6,19.4,36.18,240,14,0,30.43,10,22,CLR,M,M,M,M,M,M,37.4
0CO,9/13/23,5:55:00 PM,44.6,21.2,39.06,270,16,0,30.44,10,27,CLR,M,M,M,M,M,M,36.84
0CO,9/13/23,6:55:00 PM,44.6,23,42.14,280,9,0,30.45,10,18,SCT,M,M,M,7000,M,M,39.18
0CO,9/13/23,7:55:00 PM,46.4,21.2,36.48,310,12,0,30.45,10,17,SCT,M,M,M,7000,M,M,40.33
0CO,9/13/23,8:55:00 PM,50,14,23.37,240,13,0,30.46,10,30,SCT,M,M,M,8000,M,M,50
0CO,9/13/23,9:55:00 PM,50,21.2,31.87,300,13,0,30.47,10,23,CLR,M,M,M,M,M,M,50
0CO,9/13/23,10:55:00 PM,46.4,26.6,45.73,60,4,0,30.48,10,M,SCT,SCT,M,M,6500,8000,M,44.24
0CO,9/13/23,11:55:00 PM,42.8,26.6,52.45,M,M,0,30.49,10,M,SCT,M,M,M,8000,M,M,M
0CO,9/14/23,12:55:00 AM,41,26.6,56.22,120,5,0,30.51,10,M,SCT,M,M,M,8000,M,M,37.08
0CO,9/14/23,1:55:00 AM,39.2,26.6,60.29,130,4,0,30.52,10,M,CLR,M,M,M,M,M,M,35.83
0CO,9/14/23,2:55:00 AM,39.2,24.8,55.95,110,13,0,30.53,10,19,CLR,M,M,M,M,M,M,30.79
0CO,9/14/23,3:55:00 AM,37.4,23,55.68,140,19,0,30.53,10,22,SCT,SCT,M,M,8000,8500,M,26.58
0CO,9/14/23,4:55:00 AM,35.6,23,59.79,140,19,0,30.53,10,M,SCT,SCT,BKN,M,6000,7500,12000,24.2
0CO,9/14/23,5:55:00 AM,37.4,23,55.68,160,17,0,30.54,10,21,CLR,M,M,M,M,M,M,27.15
0CO,9/14/23,6:55:00 AM,37.4,23,55.68,230,6,0,30.54,10,15,CLR,M,M,M,M,M,M,32.03
0CO,9/14/23,7:55:00 AM,37.4,23,55.68,240,11,0,30.53,10,17,CLR,M,M,M,M,M,M,29.29
0CO,9/14/23,8:55:00 AM,37.4,19.4,47.8,260,9,0,30.52,10,19,CLR,M,M,M,M,M,M,30.23
0CO,9/14/23,9:55:00 AM,37.4,15.8,40.93,270,14,0,30.51,10,22,CLR,M,M,M,M,M,M,28.12
0CO,9/14/23,10:55:00 AM,37.4,15.8,40.93,270,20,0,30.5,10,25,CLR,M,M,M,M,M,M,26.31
0CO,9/14/23,11:55:00 AM,37.4,15.8,40.93,270,19,0,30.51,10,27,CLR,M,M,M,M,M,M,26.58
0CO,9/14/23,12:55:00 PM,35.6,15.8,43.95,270,10,0,30.53,10,24,CLR,M,M,M,M,M,M,27.48
0CO,9/14/23,1:55:00 PM,35.6,17.6,47.51,280,18,0,30.54,10,25,CLR,M,M,M,M,M,M,24.49
0CO,9/14/23,2:55:00 PM,39.2,17.6,41.24,290,23,0,30.55,10,31,CLR,M,M,M,M,M,M,27.99
0CO,9/14/23,3:55:00 PM,41,19.4,41.54,280,19,0,30.57,10,28,CLR,M,M,M,M,M,M,31.34
0CO,9/14/23,4:55:00 PM,44.6,19.4,36.18,300,10,0,30.58,10,21,CLR,M,M,M,M,M,M,38.77
0CO,9/14/23,5:55:00 PM,48.2,19.4,31.57,240,10,0,30.59,10,15,CLR,M,M,M,M,M,M,43.28
0CO,9/14/23,6:55:00 PM,48.2,15.8,27.04,270,14,0,30.59,10,25,CLR,M,M,M,M,M,M,42.04
0CO,9/14/23,7:55:00 PM,51.8,17.6,25.56,240,12,0,30.58,10,21,CLR,M,M,M,M,M,M,51.8
0CO,9/14/23,8:55:00 PM,51.8,17.6,25.56,170,7,0,30.58,10,16,SCT,M,M,M,8000,M,M,51.8
0CO,9/14/23,9:55:00 PM,50,17.6,27.33,120,4,0,30.58,10,M,SCT,M,M,M,8000,M,M,50
0CO,9/14/23,10:55:00 PM,51.8,14,21.86,250,10,0,30.58,10,24,CLR,M,M,M,M,M,M,51.8
0CO,9/14/23,11:55:00 PM,51.8,15.8,23.65,300,9,0,30.58,10,19,CLR,M,M,M,M,M,M,51.8
0CO,9/15/23,12:55:00 AM,46.4,17.6,31.28,350,4,0,30.58,10,M,CLR,M,M,M,M,M,M,44.24
0CO,9/15/23,1:55:00 AM,44.6,23,42.14,160,6,0,30.59,10,M,CLR,M,M,M,M,M,M,40.71
0CO,9/15/23,2:55:00 AM,44.6,23,42.14,160,8,0,30.6,10,M,CLR,M,M,M,M,M,M,39.63
0CO,9/15/23,3:55:00 AM,44.6,23,42.14,160,4,0,30.6,10,M,CLR,M,M,M,M,M,M,42.13
0CO,9/15/23,4:55:00 AM,42.8,26.6,52.45,190,9,0,30.58,10,M,CLR,M,M,M,M,M,M,36.94
0CO,9/15/23,5:55:00 AM,42.8,26.6,52.45,M,M,0,30.58,10,M,CLR,M,M,M,M,M,M,M
0CO,9/15/23,6:55:00 AM,42.8,28.4,56.48,140,8,0,30.58,10,M,CLR,M,M,M,M,M,M,37.42
0CO,9/15/23,7:55:00 AM,42.8,21.2,41.84,250,6,0,30.56,10,M,CLR,M,M,M,M,M,M,38.54
0CO,9/15/23,8:55:00 AM,42.8,21.2,41.84,240,6,0,30.55,10,M,CLR,M,M,M,M,M,M,38.54
0CO,9/15/23,9:55:00 AM,42.8,19.4,38.75,260,8,0,30.55,10,M,CLR,M,M,M,M,M,M,37.42
0CO,9/15/23,10:35:00 AM,42.8,19.4,38.75,240,6,0,30.55,10,M,CLR,M,M,M,M,M,M,38.54
0CO,9/15/23,11:55:00 AM,42.8,19.4,38.75,0,0,0,30.55,10,M,CLR,M,M,M,M,M,M,42.8
0CO,9/15/23,12:55:00 PM,44.6,17.6,33.49,170,6,0,30.56,10,15,CLR,M,M,M,M,M,M,40.71
0CO,9/15/23,1:55:00 PM,44.6,19.4,36.18,160,8,0,30.58,10,M,CLR,M,M,M,M,M,M,39.63
0CO,9/15/23,2:55:00 PM,48.2,21.2,34.09,150,5,0,30.58,10,M,CLR,M,M,M,M,M,M,45.63
0CO,9/15/23,3:55:00 PM,48.2,19.4,31.57,240,10,0,30.59,10,15,CLR,M,M,M,M,M,M,43.28
0CO,9/15/23,4:55:00 PM,50,19.4,29.52,210,8,0,30.58,10,17,CLR,M,M,M,M,M,M,50
0CO,9/15/23,5:55:00 PM,48.2,21.2,34.09,240,11,0,30.58,10,15,OVC,M,M,M,7500,M,M,42.94
0CO,9/15/23,6:55:00 PM,41,28.4,60.54,250,9,0,30.58,10,23,SCT,BKN,OVC,M,3800,6000,7500,34.7
0CO,9/15/23,7:55:00 PM,46.4,26.6,45.73,220,9,0,30.55,10,17,SCT,SCT,BKN,M,5000,7000,10000,41.42
0CO,9/15/23,8:55:00 PM,42.8,30.2,60.79,290,13,0,30.53,10,24,BKN,BKN,OVC,M,6500,7500,10000,35.4
0CO,9/15/23,9:55:00 PM,39.2,30.2,69.88,270,24,0,30.53,10,30,BKN,OVC,M,M,6000,8000,M,27.77
0CO,9/15/23,10:55:00 PM,41,30.2,65.16,260,9,0,30.5,10,24,SCT,BKN,M,M,8500,11000,M,34.7
0CO,9/15/23,11:55:00 PM,41,28.4,60.54,260,7,0,30.49,10,23,SCT,M,M,M,12000,M,M,35.75
0CO,9/16/23,12:55:00 AM,41,26.6,56.22,250,13,0,30.49,10,23,CLR,M,M,M,M,M,M,33.1
0CO,9/16/23,1:55:00 AM,39.2,30.2,69.88,260,17,0,30.5,10,25,CLR,M,M,M,M,M,M,29.51
0CO,9/16/23,2:55:00 AM,39.2,26.6,60.29,220,9,0,30.51,10,15,CLR,M,M,M,M,M,M,32.47
0CO,9/16/23,3:55:00 AM,41,26.6,56.22,220,6,0,30.51,10,M,SCT,M,M,M,11000,M,M,36.37
0CO,9/16/23,4:55:00 AM,39.2,26.6,60.29,240,6,0,30.52,10,M,SCT,M,M,M,12000,M,M,34.2
0CO,9/16/23,5:55:00 AM,41,26.6,56.22,220,6,0,30.51,10,M,SCT,BKN,M,M,5000,12000,M,36.37
0CO,9/16/23,6:55:00 AM,41,26.6,56.22,250,7,0,30.49,10,M,CLR,M,M,M,M,M,M,35.75
0CO,9/16/23,7:55:00 AM,39.2,26.6,60.29,220,7,0,30.49,10,20,CLR,M,M,M,M,M,M,33.56
0CO,9/16/23,8:55:00 AM,39.2,26.6,60.29,210,8,0,30.48,10,M,CLR,M,M,M,M,M,M,32.98
0CO,9/16/23,9:55:00 AM,37.4,26.6,64.7,250,13,0,30.49,10,17,CLR,M,M,M,M,M,M,28.49
0CO,9/16/23,10:55:00 AM,39.2,23,51.89,250,9,0,30.48,10,15,CLR,M,M,M,M,M,M,32.47
0CO,9/16/23,11:55:00 AM,37.4,24.8,60.04,260,16,0,30.47,10,19,CLR,M,M,M,M,M,M,27.46
0CO,9/16/23,12:55:00 PM,37.4,26.6,64.7,240,11,0,30.48,10,M,SCT,M,M,M,11000,M,M,29.29
0CO,9/16/23,1:55:00 PM,37.4,28.4,69.67,250,7,0,30.49,10,17,OVC,M,M,M,11000,M,M,31.36
0CO,9/16/23,2:55:00 PM,35.6,28.4,74.8,300,9,0,30.49,10,18,OVC,M,M,M,9000,M,M,27.99
0CO,9/16/23,3:55:00 PM,37.4,28.4,69.67,270,8,0,30.5,10,M,SCT,BKN,M,M,8000,10000,M,30.76
0CO,9/16/23,4:15:00 PM,41,30.2,65.16,360,3,0,30.5,10,M,SCT,M,M,M,9000,M,M,38.98
0CO,9/16/23,5:55:00 PM,44.6,28.4,52.72,280,10,0,30.5,10,M,BKN,BKN,M,M,7500,8500,M,38.77
0CO,9/16/23,6:55:00 PM,46.4,28.4,49.24,190,9,0,30.5,10,16,SCT,M,M,M,6500,M,M,41.42
0CO,9/16/23,7:55:00 PM,44.6,30.2,56.74,150,6,0,30.49,10,M,BKN,OVC,M,M,4800,5000,M,40.71
0CO,9/16/23,8:55:00 PM,41,32,70.08,150,18,0,30.46,10,28,SCT,SCT,BKN,M,2000,3400,8000,31.6
0CO,9/16/23,9:55:00 PM,44.6,32,61.03,230,8,0,30.46,10,21,BKN,M,M,M,5500,M,M,39.63
0CO,9/16/23,10:55:00 PM,44.6,32,61.03,220,7,0,30.44,10,M,SCT,SCT,M,M,6000,7000,M,40.14
0CO,9/16/23,11:55:00 PM,42.8,32,65.38,210,7,0,30.44,10,M,SCT,M,M,M,6000,M,M,37.94
0CO,9/17/23,12:55:00 AM,41,32,70.08,260,12,0,30.45,10,15,CLR,M,M,M,M,M,M,33.46
0CO,9/17/23,1:55:00 AM,41,30.2,65.16,210,9,0,30.45,10,M,CLR,M,M,M,M,M,M,34.7
0CO,9/17/23,2:55:00 AM,37.4,32,80.65,260,11,0,30.46,10,21,CLR,M,M,M,M,M,M,29.29
0CO,9/17/23,3:55:00 AM,37.4,32,80.65,210,7,0,30.45,10,17,CLR,M,M,M,M,M,M,31.36
0CO,9/17/23,4:55:00 AM,37.4,32,80.65,250,19,0,30.45,10,M,CLR,M,M,M,M,M,M,26.58
0CO,9/17/23,5:55:00 AM,37.4,30.2,74.98,250,8,0,30.44,10,25,CLR,M,M,M,M,M,M,30.76
0CO,9/17/23,6:35:00 AM,37.4,30.2,74.98,260,14,0,30.43,10,25,CLR,M,M,M,M,M,M,28.12
0CO,9/17/23,7:55:00 AM,37.4,30.2,74.98,260,14,0,30.42,10,22,CLR,M,M,M,M,M,M,28.12
0CO,9/17/23,8:55:00 AM,37.4,30.2,74.98,280,17,0,30.39,10,23,CLR,M,M,M,M,M,M,27.15
0CO,9/17/23,9:55:00 AM,39.2,30.2,69.88,250,6,0,30.4,10,16,SCT,M,M,M,6500,M,M,34.2
0CO,9/17/23,10:55:00 AM,41,28.4,60.54,220,5,0,30.4,10,M,CLR,M,M,M,M,M,M,37.08
0CO,9/17/23,11:55:00 AM,41,28.4,60.54,170,6,0,30.4,10,M,CLR,M,M,M,M,M,M,36.37
0CO,9/17/23,12:55:00 PM,41,28.4,60.54,120,3,0,30.39,10,M,SCT,SCT,M,M,4600,6000,M,38.98
0CO,9/17/23,1:55:00 PM,41,30.2,65.16,160,7,0,30.38,10,M,CLR,M,M,M,M,M,M,35.75
0CO,9/17/23,2:55:00 PM,42.8,30.2,60.79,M,M,0,30.38,10,M,SCT,SCT,M,M,3500,4100,M,M
0CO,9/17/23,3:55:00 PM,42.8,28.4,56.48,240,15,0,30.37,10,22,SCT,M,M,M,4200,M,M,34.78
0CO,9/17/23,4:55:00 PM,44.6,30.2,56.74,230,10,0,30.35,10,20,SCT,BKN,M,M,3900,4600,M,38.77
0CO,9/17/23,5:55:00 PM,44.6,30.2,56.74,190,12,0,30.33,10,24,SCT,BKN,M,M,3900,4600,M,38.04
0CO,9/17/23,6:55:00 PM,37.4,33.8,86.69,160,15,0,30.31,10,20,BKN,BKN,OVC,M,1900,2500,3300,27.78
0CO,9/17/23,7:55:00 PM,37.4,35.6,93.14,140,12,0.03,30.28,0.5,19,OVC,M,M,M,100,M,M,28.87
0CO,9/17/23,8:55:00 PM,41,32,70.08,210,7,0,30.26,10,23,SCT,SCT,BKN,M,3000,4600,7500,35.75
0CO,9/17/23,9:55:00 PM,33.8,33.8,100,80,7,0,30.23,0.25,M,OVC,M,M,M,100,M,M,26.97
0CO,9/17/23,10:55:00 PM,35.6,30.2,80.51,250,18,0.07,30.2,10,45,SCT,M,M,M,3200,M,M,24.49
0CO,9/17/23,11:55:00 PM,37.4,28.4,69.67,270,31,0,30.2,10,42,CLR,M,M,M,M,M,M,23.94
0CO,9/18/23,12:55:00 AM,35.6,26.6,69.46,280,20,0,30.21,10,32,SCT,SCT,M,M,3100,4000,M,23.92
0CO,9/18/23,1:55:00 AM,33.8,24.8,69.25,270,22,0,30.2,10,36,CLR,M,M,M,M,M,M,20.99
0CO,9/18/23,2:55:00 AM,33.8,21.2,59.53,270,26,0,30.21,10,35,CLR,M,M,M,M,M,M,20.02
0CO,9/18/23,3:55:00 AM,32,21.2,63.99,280,25,0,30.23,10,35,CLR,M,M,M,M,M,M,17.81
0CO,9/18/23,4:55:00 AM,32,19.4,59.27,270,27,0,30.22,10,40,CLR,M,M,M,M,M,M,17.34
0CO,9/18/23,5:55:00 AM,32,19.4,59.27,270,25,0,30.25,10,35,CLR,M,M,M,M,M,M,17.81
0CO,9/18/23,6:55:00 AM,32,19.4,59.27,270,20,0,30.26,10,37,CLR,M,M,M,M,M,M,19.14
0CO,9/18/23,7:55:00 AM,32,19.4,59.27,270,22,0,30.25,10,37,CLR,M,M,M,M,M,M,18.58
0CO,9/18/23,8:55:00 AM,32,19.4,59.27,280,23,0,30.23,10,47,CLR,M,M,M,M,M,M,18.31
0CO,9/18/23,9:55:00 AM,32,14,46.92,270,26,0,30.23,10,37,CLR,M,M,M,M,M,M,17.58
0CO,9/18/23,10:55:00 AM,32,14,46.92,270,29,0,30.22,10,45,CLR,M,M,M,M,M,M,16.9
0CO,9/18/23,11:55:00 AM,32,12.2,43.34,290,19,0,30.23,10,35,CLR,M,M,M,M,M,M,19.44
0CO,9/18/23,12:55:00 PM,30.2,12.2,46.62,310,17,0,30.25,10,30,CLR,M,M,M,M,M,M,17.72
0CO,9/18/23,1:55:00 PM,30.2,12.2,46.62,300,13,0,30.25,10,31,CLR,M,M,M,M,M,M,19.26
0CO,9/18/23,2:55:00 PM,30.2,14,50.47,320,12,0,30.26,10,22,CLR,M,M,M,M,M,M,19.71
0CO,9/18/23,3:55:00 PM,32,15.8,50.75,290,17,0,30.27,10,26,CLR,M,M,M,M,M,M,20.08
0CO,9/18/23,4:55:00 PM,35.6,15.8,43.95,300,18,0,30.27,10,35,CLR,M,M,M,M,M,M,24.49
0CO,9/18/23,5:55:00 PM,41,15.8,35.57,300,17,0,30.29,10,29,CLR,M,M,M,M,M,M,31.87
